EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
ACADIA TECHNOLOGIES INC	QA ENGINEER	87,485	PHOENIX, AZ	02/28/2023	02/28/2023
LG ELECTRONICS USA INC	QA ENGINEER	87,651	SANTA CLARA, CA	04/14/2023	10/01/2023
IT RESOURCES INC	QA ENGINEER	87,651	SUNNYVALE, CA	04/20/2023	05/01/2023
AVS SOLUTIONS INC	QA ENGINEER	87,859	ATTLEBORO CITY, MA	09/07/2023	09/18/2023
INFYSHINE INC	QA ENGINEER	88,000	PAWTUCKET, RI	06/19/2023	10/01/2023
CITIUSTECH INC	QA ENGINEER	89,000	PRINCETON, NJ	04/04/2023	10/01/2023
CITIUSTECH INC	QA ENGINEER	89,000	PRINCETON, NJ	04/10/2023	10/01/2023
CITIUSTECH INC	QA ENGINEER	89,000	PRINCETON, NJ	04/10/2023	10/01/2023
MAHAUGHA LLC	QA ENGINEER	89,378	CHANDLER, AZ	08/16/2023	11/06/2023
TRINITY ENVISION BUSINESS SERVICES LLC	QA ENGINEER	89,690	FOUNTAIN VALLEY, CA	08/21/2023	08/29/2023
TANGO MANAGEMENT CONSULTING LLC	QA ENGINEER	90,000	DALLAS, TX	09/15/2023	10/01/2023
SRIVEN SYSTEMS INC	QA ENGINEER	90,000	FOLSOM, CA	09/13/2023	10/02/2023
SIMSAN GLOBAL SOLUTIONS	QA ENGINEER	90,000	FLOWER MOUND, TX	04/11/2023	04/15/2023
RESULTANT LLC	QA ENGINEER	90,000	ZIONSVILLE, IN	04/11/2023	10/01/2023
JDCQ SOLUTIONS LLC	QA ENGINEER	90,000	ADDISON, TX	02/16/2023	03/13/2023
KENSINGTON INFORMATION GROUP INC	QA ENGINEER	90,000	CARY, NC	03/02/2023	03/13/2023
IKON-TECH SERVICES LLC	QA ENGINEER	90,000	AUSTIN, TX	07/25/2023	07/26/2023
CYGTEC INC	QA ENGINEER	90,000	CARY, NC	06/20/2023	06/26/2023
ALLIED INFORMATICS INC	QA ENGINEER	90,000	BROOKLYN PARK, MN	08/23/2023	11/02/2023
LOGIC PLANET INC	QA ENGINEER	90,190	RENTON, WA	09/06/2023	12/11/2023
WEBIMOTECH LLC	QA ENGINEER	90,500	SEATTLE, WA	08/04/2023	08/16/2023
MINUSCULE TECHNOLOGIES LLC	QA ENGINEER	90,522	KATY, TX	05/24/2023	10/01/2023
KAIRAS TECH LLC	QA ENGINEER	91,000	MCKINNEY, TX	03/30/2023	09/29/2023
MEGHAZ INC	QA ENGINEER	91,000	DURHAM, NC	06/04/2023	10/01/2023
PROWISE SOLUTIONS INC	QA ENGINEER	92,539	AMERICAN FORK, UT	09/18/2023	09/29/2023
CITIUSTECH INC	QA ENGINEER	93,200	IRVING, TX	09/08/2023	09/18/2023
BUNZL DISTRIBUTION USA LLC	QA ENGINEER	93,473	MORTON GROVE, IL	03/03/2023	03/13/2023
NEXIEN INC	QA ENGINEER	93,600	RIDGEFIELD PARK, NJ	06/21/2023	10/01/2023
PROGREXION ASG INC	QA ENGINEER	93,671	EAGLE MOUNTAIN, UT	06/06/2023	12/02/2023
AMENSYS INC	QA ENGINEER	93,700	IRVING, TX	08/15/2023	08/21/2023
EPIC GAMES	QA ENGINEER	94,000	CARY, NC	02/10/2023	08/07/2023
SAVVY INFO SYSTEMS INC	QA ENGINEER	94,058	NEW MARKET, MD	08/23/2023	09/11/2023
SAXON GLOBAL INC	QA ENGINEER	95,000	IRVING, TX	03/31/2023	09/30/2023
SAXON GLOBAL INC	QA ENGINEER	95,000	PLANO, TX	03/31/2023	09/30/2023
LUXOFT USA INC	QA ENGINEER	95,000	FARMERS BRANCH, TX	05/03/2023	05/03/2023
AMENSYS INC	QA ENGINEER	95,000	FRISCO, TX	06/07/2023	06/07/2023
MEGHAZ INC	QA ENGINEER	95,264	CUMMING, GA	01/18/2023	01/30/2023
ACADIA TECHNOLOGIES INC	QA ENGINEER	95,678	SCOTTSDALE,, AZ	04/03/2023	10/01/2023
ORPINE INC	QA ENGINEER	96,870	BLOOMINGTON, IL	07/24/2023	08/15/2023
CYBER INFOTECH LLC	QA ENGINEER	97,000	GAITHERSBURG, MD	05/01/2023	10/01/2023
PROLIFICS INC	QA ENGINEER	97,053	NEW YORK, NY	04/07/2023	10/01/2023
PROCAL TECHNOLOGIES INC	QA ENGINEER	97,053	BEDMINISTER, NJ	04/13/2023	04/17/2023
NEXZENTEK SOLUTIONS INC	QA ENGINEER	97,053	MORRIS PLAINS, NJ	05/02/2023	05/10/2023
PROLIFICS INC	QA ENGINEER	97,053	NEW YORK, NY	05/04/2023	10/01/2023
GALAXESOLUTIONS INC	QA ENGINEER	97,053	LIBERTY HILL, TX	06/26/2023	07/03/2023
EPRO TECHNOLOGIES LLC	QA ENGINEER	97,053	ISELIN, NJ	06/05/2023	10/01/2023
EPRO TECHNOLOGIES LLC	QA ENGINEER	97,053	ISELIN, NJ	06/05/2023	10/01/2023
ANJANEYAP INC	QA ENGINEER	97,053	EDISON, NJ	06/21/2023	10/01/2023
ASCENDION INC (FORMERLY KNOWN AS COLLABERA INC)	QA ENGINEER	97,100	REDMOND, WA	05/22/2023	10/01/2023
COMPUNNEL SOFTWARE GROUP INC	QA ENGINEER	97,500	DURHAM, NC	05/25/2023	05/26/2023
M2M COMPUTING SOLUTIONS INC	QA ENGINEER	98,000	PISCATAWAY, NJ	06/21/2023	10/01/2023
INIZIO INC	QA ENGINEER	98,509	MOUNTAIN VIEW, CA	07/10/2023	10/01/2023
ASCENDION INC (FORMERLY KNOWN AS COLLABERA INC)	QA ENGINEER	98,700	TAMPA, FL	05/19/2023	10/01/2023
COLLABORATE SOLUTIONS INC	QA ENGINEER	98,779	SAN RAMON, CA	03/01/2023	03/01/2023
SATCON INC	QA ENGINEER	99,008	ALPHARETTA, GA	02/09/2023	02/23/2023
DYNATA LLC	QA ENGINEER	99,246	PLANO, TX	06/13/2023	11/13/2023
ONCORRE INC	QA ENGINEER	99,549	BRIDGEWATER, NJ	09/14/2023	10/01/2023
FORGE TECHNOLOGIES INC	QA ENGINEER	99,549	EDISON, NJ	08/30/2023	10/01/2023
LEAD IT CORPORATION	QA ENGINEER	99,694	SHAKOPEE, MN	09/18/2023	10/02/2023
RED HIBBERT GROUP LLC	QA ENGINEER	100,000	LEANDER, TX	06/21/2023	06/26/2023
GLOBALPOINT INC	QA ENGINEER	100,000	FLUSHING, NY	08/24/2023	10/01/2023
COMPUNNEL SOFTWARE GROUP INC	QA ENGINEER	100,000	DURHAM, NC	08/23/2023	08/24/2023
HS SOLUTIONS INC	QA ENGINEER	101,000	DUBLIN, CA	06/12/2023	10/01/2023
HS SOLUTIONS INC	QA ENGINEER	101,000	BERKELEY, CA	06/12/2023	10/01/2023
PALAYEKAR COMPANIES INC	QA ENGINEER	101,192	PLANO, TX	08/28/2023	08/29/2023
AMENSYS INC	QA ENGINEER	101,200	IRVING, TX	08/21/2023	10/01/2023
ALTIMETRIK CORP	QA ENGINEER	101,670	AUSTIN, TX	07/11/2023	07/21/2023
JDCQ SOLUTIONS LLC	QA ENGINEER	101,920	ADDISON, TX	02/11/2023	03/13/2023
PROPELSYS TECHNOLOGIES LLC	QA ENGINEER	102,544	IRVINE, CA	05/01/2023	10/01/2023
OPENMIND TECHNOLOGIES INC	QA ENGINEER	102,835	SAN RAMON, CA	03/30/2023	04/06/2023
SAI TECHNOLOGIES LLC	QA ENGINEER	102,835	SAN LEANDRO, CA	04/10/2023	10/07/2023
AMERICAN IT MINDS INC	QA ENGINEER	102,835	SAN FRANCISCO, CA	01/11/2023	01/17/2023
INFORMATICA LLC	QA ENGINEER	102,835	REDWOOD CITY, CA	02/22/2023	07/18/2023
OPENMIND TECHNOLOGIES INC	QA ENGINEER	102,835	SAN RAMON, CA	03/07/2023	03/10/2023
MINISOFT TECHNOLOGIES LLC	QA ENGINEER	103,300	IRVING, TX	08/14/2023	09/01/2023
STANDARD & POOR'S FINANCIAL SERVICES LLC	QA ENGINEER	105,000	ENGLEWOOD, CO	09/15/2023	10/16/2023
TESLA INC	QA ENGINEER	105,000	SUNNYVALE, CA	09/22/2023	10/01/2023
TESLA INC	QA ENGINEER	105,000	AUSTIN, TX	07/21/2023	08/14/2023
MODULAR MINING SYSTEMS INC	QA ENGINEER	105,311	TUCSON, AZ	04/27/2023	05/05/2023
INFOSTRETCH CORPORATION	QA ENGINEER	105,830	BETHESDA, MD	05/04/2023	10/01/2023
INFOSTRETCH CORPORATION	QA ENGINEER	105,830	VIENNA, VA	05/04/2023	10/01/2023
INFOSTRETCH CORPORATION	QA ENGINEER	108,202	IRVING, TX	05/04/2023	05/19/2023
SAGGEZZA INC	QA ENGINEER	108,250	RICHARDSON, TX	05/01/2023	05/10/2023
FLEXON TECHNOLOGIES INC	QA ENGINEER	108,264	OCALA, FL	04/25/2023	05/03/2023
FREEOSK INC	QA ENGINEER	109,500	SHELBY TOWNSHIP, MI	02/10/2023	02/21/2023
TESLA INC	QA ENGINEER	110,000	AUSTIN, TX	09/15/2023	09/25/2023
FURNITURECOM AMERICA LLC	QA ENGINEER	110,448	ATLANTA, GA	01/27/2023	02/06/2023
CYBER INFOTECH LLC	QA ENGINEER	110,500	GAITHERSBURG, MD	04/18/2023	10/01/2023
CYBER INFOTECH LLC	QA ENGINEER	110,500	GAITHERSBURG, MD	04/18/2023	10/01/2023
CYBER INFOTECH LLC	QA ENGINEER	110,500	GAITHERSBURG, MD	05/01/2023	10/01/2023
CYBER INFOTECH LLC	QA ENGINEER	110,500	GAITHERSBURG, MD	05/04/2023	10/01/2023
WORKSOFT INC	QA ENGINEER	111,197	ADDISON, TX	08/10/2023	08/17/2023
WORKSOFT INC	QA ENGINEER	111,197	ADDISON, TX	07/12/2023	11/21/2023
ORION SYSTEMS INTEGRATORS LLC	QA ENGINEER	112,280	EDISON, NJ	04/21/2023	10/01/2023
COGNIER INC	QA ENGINEER	112,299	SAN RAMON, CA	08/24/2023	10/01/2023
TESLA INC	QA ENGINEER	113,000	FREMONT, CA	09/22/2023	10/01/2023
CODEIGNITORS INC	QA ENGINEER	113,000	SAN LEANDRO, CA	08/15/2023	08/15/2023
NUTANIX INC	QA ENGINEER	113,110	SAN JOSE, CA	05/09/2023	05/22/2023
XPAND CORPORATION	QA ENGINEER	113,378	HERNDON, VA	02/06/2023	05/21/2023
XPAND CORPORATION	QA ENGINEER	113,378	HERNDON, VA	02/10/2023	05/21/2023
XPAND CORPORATION	QA ENGINEER	113,378	HERNDON, VA	02/22/2023	05/21/2023
INFOSTRETCH CORPORATION	QA ENGINEER	113,797	INDIAN LAND, SC	05/04/2023	06/01/2023
INFYSHINE INC	QA ENGINEER	114,000	SANTA CLARA, CA	06/19/2023	10/01/2023
INFYSHINE INC	QA ENGINEER	114,000	SANTA CLARA, CA	06/19/2023	10/01/2023
RLI INSURANCE COMPANY	QA ENGINEER	115,000	FRISCO, TX	06/30/2023	07/10/2023
JVR SYSTEMS INC	QA ENGINEER	115,000	ST. LOUIS, MO	01/18/2023	01/30/2023
TANGO MANAGEMENT CONSULTING LLC	QA ENGINEER	115,000	DALLAS, TX	02/22/2023	06/21/2023
ASCENT PHARMACEUTICALS INC	QA ENGINEER	116,000	CENTRAL ISLIP, NY	05/26/2023	09/10/2023
TESLA INC	QA ENGINEER	120,000	SUNNYVALE, CA	08/04/2023	08/14/2023
TESLA INC	QA ENGINEER	120,000	SUNNYVALE, CA	08/01/2023	08/14/2023
INFORMATION TECHNOLOGY AND MANAGEMENT CONSULTING INC	QA ENGINEER	121,285	SECAUCUS, NJ	08/29/2023	10/01/2023
PITNEY BOWES INC	QA ENGINEER	123,600	AUSTIN, TX	04/20/2023	10/01/2023
TESLA INC	QA ENGINEER	125,000	FREMONT, CA	08/03/2023	08/28/2023
TESLA INC	QA ENGINEER	125,000	FREMONT, CA	08/01/2023	08/28/2023
IDOL SOFT INC	QA ENGINEER	128,000	MIDLOTHIAN, TX	05/18/2023	05/25/2023
COPILOT CORPORATION	QA ENGINEER	130,000	SANTA ANA, CA	09/13/2023	02/15/2024
JUNIPER NETWORKS INC	QA ENGINEER	130,146	REDMOND, WA	03/03/2023	03/13/2023
INTUITIVE SURGICAL OPERATIONS INC	QA ENGINEER	131,082	SUNNYVALE, CA	03/06/2023	03/13/2023
BEST BUY CO INC	QA ENGINEER	132,898	RICHFIELD, MN	09/15/2023	10/01/2023
BEST BUY CO INC	QA ENGINEER	136,372	RICHFIELD, MN	06/28/2023	07/17/2023
JUNIPER NETWORKS INC	QA ENGINEER	141,107	CUPERTINO, CA	09/20/2023	10/16/2023
UNICORN TECHNOLOGIESLLC	QA ENGINEER	801,000	ALPHARETTA, GA	05/31/2023	10/01/2023
CLOUDSPACE LLC	QA ENGINEER  MAINFRAME QA ENGINEER	84,000	CARY, NC	05/10/2023	05/15/2023
AMERITECH GLOBAL INC	QA ENGINEER - ETL & REPORTS	100,000	DALLAS, TX	09/05/2023	02/24/2024
MELBOURNE LLC	QA ENGINEER AEROSPACE & AIRPORT PRODUCTS	71,386	FLORIDA, FL	06/12/2023	10/01/2023
TECHNOSOFT CORPORATION	QA ENGINEER AND TESTER SOFTWARE ENGINEER	75,250	AUSTIN, TX	03/24/2023	09/13/2023
ARDOR IT SYSTEMS LLC	QA ENGINEER AUTOMATED II	101,192	AUSTIN, TX	07/26/2023	08/01/2023
INTERNATIONAL TECHNOLOGIES PRO LLC	QA ENGINEER AUTOMATED SPECIALIST	83,325	AUSTIN, TX	02/14/2023	06/01/2023
SAI BUSINESS SOLUTIONS LLC	QA ENGINEER AUTOMATION	65,000	FULSHEAR, TX	06/01/2023	10/01/2023
FORESCOUT TECHNOLOGIES INC	QA ENGINEER AUTOMATION	125,000	DALLAS, TX	03/06/2023	03/13/2023
INFOSTRETCH CORPORATION	QA ENGINEER ENGINEER II	83,845	CHARLOTTE, NC	05/04/2023	05/22/2023
INFOSTRETCH CORPORATION	QA ENGINEER ENGINEER II	86,611	BETHESDA, MD	05/28/2023	10/01/2023
BRIGHTEDGE TECHNOLOGIES INC	QA ENGINEER II	75,566	NEW YORK, NY	03/02/2023	09/01/2023
BRIGHTEDGE TECHNOLOGIES INC	QA ENGINEER II	77,813	NEW YORK, NY	09/22/2023	10/01/2023
HCA MANAGEMENT SERVICES LP	QA ENGINEER II	87,568	NASHVILLE, TN	04/26/2023	10/01/2023
SRIVEN INFO INC	QA ENGINEER II	89,999	DANIA BEACH, FL	07/17/2023	07/17/2023
RENAISSANCE LEARNING INC	QA ENGINEER II	91,549	CHARLOTTE, NC	04/03/2023	09/01/2023
CHARLES SCHWAB & COMPANY INC	QA ENGINEER II	100,000	ANN ARBOR, MI	07/19/2023	07/31/2023
NTOPOLOGY INC	QA ENGINEER II	132,000	EMERYVILLE, CA	09/15/2023	10/01/2023
NTOPOLOGY INC	QA ENGINEER II	132,000	NEW YORK, NY	05/11/2023	10/01/2023
NOETIC INFORMATION SYSTEMS LLC	QA ENGINEER II  SR. SOFTWARE QA ENGINEER	95,000	MOUNTAIN HOUSE, CA	08/14/2023	08/21/2023
BEELINECOM LLC	QA ENGINEER III	95,472	JACKSONVILLE, FL	01/05/2023	03/18/2023
ICW GROUP HOLDINGS INC	QA ENGINEER III	120,037	SAN DIEGO, CA	03/20/2023	08/30/2023
ICW GROUP HOLDINGS INC	QA ENGINEER III	120,037	SAN DIEGO, CA	03/21/2023	08/30/2023
CHARLES SCHWAB & COMPANY INC	QA ENGINEER III	127,000	WESTLAKE, TX	05/17/2023	05/29/2023
SANAV TECHNOLOGIES LLC	QA ENGINEER IOT TEST ENGINEER	83,928	REDMOND, WA	03/28/2023	04/03/2023
TITAN DATA GROUP INC	QA ENGINEER IT - QA ANALYST	110,000	RICHFIELD, MN	03/31/2023	04/17/2023
ARCH US MI SERVICES INC	QA ENGINEER IV	125,100	GREENSBORO, NC	01/31/2023	08/01/2023
GLOBAL HEALTHCARE EXCHANGE INC	QA ENGINEER IV	130,000	ENGLEWOOD, CO	02/07/2023	05/03/2023
ROBERT HALF INTERNATIONAL INC	QA ENGINEER IV	158,080	SAN RAMON, CA	02/06/2023	07/13/2023
STRATEGIC SOLUTIONS GROUP LLC	QA ENGINEER MANAGER	135,000	MAULDIN, SC	01/12/2023	01/23/2023
STARWEST ASSOCIATES LLC	QA ENGINEER PRODUCT ANALYST W IT SUPPORT	80,000	SCOTTSDALE, AZ	06/16/2023	10/01/2023
NIRVANA ENTERPRISES LLC	QA ENGINEER PYTHON	70,000	LOS ALAMITOS, CA	06/14/2023	10/01/2023
CYBER INFOTECH LLC	QA ENGINEER QA ANALYST	88,000	GUILDERLAND, NY	02/13/2023	02/13/2023
PHOTON INFOTECH INC	QA ENGINEER REGRESSION	96,000	ATLANTA, GA	03/30/2023	04/06/2023
VIRAT SOLUTIONS INC	QA ENGINEER SAP	98,904	CARROLLTON, TX	06/08/2023	06/13/2023
DELTA GLOBAL SERVICES LLC	QA ENGINEER SDET	101,192	DALLAS, TX	07/14/2023	07/17/2023
DELTA GLOBAL SERVICES LLC	QA ENGINEER SDET	101,192	IRVING, TX	07/19/2023	07/24/2023
SAGGEZZA INC	QA ENGINEER SENIOR ENGINEER	108,250	RICHARDSON, TX	05/01/2023	05/10/2023
CVS PHARMACY INC	QA ENGINEER SENIOR MANAGER	140,000	WOONSOCKET, RI	01/31/2023	02/10/2023
PINNACLE TECHNICAL RESOURCES INC	QA ENGINEER TEAM LEAD	90,000	BELLEVUE, WA	08/24/2023	02/01/2024
ABN TECH CORPORATION	QA ENGINEER [SDET]	74,381	IRVING, TX	05/09/2023	10/01/2023
OVERHEAD DOOR CORPORATION	QA ENGINEER â EMBEDDED	57,470	DALLAS, TX	02/06/2023	02/20/2023
PROGRESS SOFTWARE	QA ENGINEER, PRINCIPAL	110,077	BURLINGTON, MA	06/27/2023	10/30/2023
FITCH RATINGS INC	QA ENGINEER, SR.	114,000	NEW YORK, NY	03/08/2023	08/26/2023
PELOTON INTERACTIVE INC	QA ENGINEER, SW DEVELOPMENT	97,053	NEW YORK, NY	02/02/2023	07/28/2023
BYTEDANCE INC	QA ENGINEER, TIKTOK GLOBAL E-COMMERCE	185,000	SAN JOSE, CA	08/01/2023	08/08/2023
META PLATFORMS INC	QA ENGINEERING LEAD	121,414	MENLO PARK, CA	02/22/2023	08/17/2023
META PLATFORMS INC	QA ENGINEERING LEAD	185,220	MENLO PARK, CA	06/15/2023	12/15/2023
META PLATFORMS INC	QA ENGINEERING LEAD	188,075	MENLO PARK, CA	02/06/2023	02/20/2023
META PLATFORMS INC	QA ENGINEERING LEAD	188,343	MENLO PARK, CA	03/30/2023	09/26/2023
META PLATFORMS INC	QA ENGINEERING LEAD	190,631	LOS ANGELES, CA	05/13/2023	11/09/2023
ALTRUIST CORPORATION	QA ENGINEERING MANAGER	175,000	SAN JOSE, CA	05/19/2023	05/29/2023
EALEARN INC	QA ENGINEERÂ	96,080	PENNSYLVANIA Â , PA	02/21/2023	02/21/2023
HUMETIS TECHNOLOGIES INC	QA ENTINEER	76,898	ROCHESTER, NY	08/09/2023	08/16/2023
VASTEK INC	QA EQUIPMENT VALIDATION	90,520	ANDOVER, MA	09/18/2023	09/25/2023
ADEPT COMPUTER CONSULTANTS INC	QA ETL TEST ENGINEER-II	77,626	FORT LAUDERDALE, FL	06/26/2023	07/05/2023
UBIQUITI INC	QA FIRMWARE ENGINEER	132,000	DRAPER, UT	05/08/2023	09/30/2023
SARGENT MANUFACTURING COMPANY	QA FIRMWARE ENGINEER III	82,118	NEW HAVEN, CT	08/11/2023	08/21/2023
MASTEREX TECHNOLOGIES INC	QA INSTRUCTOR	99,549	CRANBURY, NJ	07/12/2023	09/30/2023
ZEKELMAN INDUSTRIES INC	QA IT ANALYST	115,000	CHICAGO, IL	06/20/2023	07/05/2023
RAPS CONSULTING INC	QA LEAD	85,820	NEW YORK, NY	07/14/2023	08/01/2023
PLANET EQUITY GROUP	QA LEAD	95,040	VERNON HILLS, IL	08/11/2023	08/21/2023
STRATEGIC STAFFING SOLUTIONS LC	QA LEAD	96,800	COLUMBUS, OH	07/14/2023	07/31/2023
STRATEGIC STAFFING SOLUTIONS LC	QA LEAD	96,800	COLUMBUS, OH	07/14/2023	07/31/2023
STRATEGIC STAFFING SOLUTIONS LC	QA LEAD	96,800	COLUMBUS, OH	07/14/2023	07/31/2023
STRATEGIC STAFFING SOLUTIONS LC	QA LEAD	96,800	COLUMBUS, OH	07/14/2023	07/31/2023
ITAMERICA INC	QA LEAD	60,258	PITTSBURGH, PA	04/14/2023	10/01/2023
WAVE SOLUTIONS INC	QA LEAD	65,582	OVERLAND PARK, KS	07/11/2023	07/11/2023
ITAMERICA INC	QA LEAD	67,933	PITTSBURGH, PA	04/03/2023	10/01/2023
HUMAC INC	QA LEAD	68,286	MECHANICSBURG, PA	09/21/2023	02/08/2024
3AVENIR LLC	QA LEAD	68,640	MEMPHIS, TN	05/17/2023	06/05/2023
SLK AMERICA INC	QA LEAD	69,048	CINCINNATI, OH	06/07/2023	06/14/2023
OBERON IT INC	QA LEAD	70,000	COPPELL, TX	03/28/2023	04/04/2023
CAPSTONE LOGISTICS LLC	QA LEAD	70,000	PEACHTREE CORNERS, GA	03/15/2023	09/02/2023
HITACHI VANTARA LLC	QA LEAD	74,381	DALLAS, TX	04/25/2023	10/01/2023
PHOTON INFOTECH INC	QA LEAD	74,818	VIRGINIA BEACH, VA	06/23/2023	10/01/2023
QUALIZEAL INC	QA LEAD	76,565	KANSAS CITY, MO	04/17/2023	10/01/2023
TEKSOFT SYSTEMS INC	QA LEAD	78,000	DALLAS, TX	03/24/2023	03/27/2023
TEKSOFT SYSTEMS INC	QA LEAD	78,000	DALLAS, TX	04/17/2023	04/17/2023
RACEDOG LIMITED	QA LEAD	80,000	PISCATAWAY, NJ	07/22/2023	08/10/2023
PHOTON INFOTECH INC	QA LEAD	80,059	ATLANTA, GA	03/17/2023	03/24/2023
SLK AMERICA INC	QA LEAD	80,150	CINCINNATI, OH	06/22/2023	08/01/2023
KJ INFO LLC	QA LEAD	81,328	FRISCO, TX	07/19/2023	08/01/2023
3I INFOTECH INC	QA LEAD	83,000	SACRAMENTO, CA	01/13/2023	01/23/2023
OAK TECHNOLOGIES INC	QA LEAD	83,600	WIXOM, MI	08/22/2023	08/22/2023
CLINC INC	QA LEAD	84,240	FREMONT, CA	08/09/2023	10/01/2023
CHARTER COMMUNICATIONS INC	QA LEAD	84,386	MARYLAND HEIGHTS, MO	06/21/2023	11/02/2023
UP2DATE TECHNOLOGIES LLC	QA LEAD	85,925	ALPHARETTA, GA	07/07/2023	07/07/2023
PHOTON INFOTECH INC	QA LEAD	86,000	ALPHARETTA, GA	09/08/2023	09/18/2023
PHOTON INFOTECH INC	QA LEAD	91,291	DALLAS, TX	05/10/2023	05/22/2023
SLK AMERICA INC	QA LEAD	92,500	MEMPHIS, TN	08/04/2023	08/11/2023
TECHOUTS INC	QA LEAD	94,100	HERNDON, VA	09/19/2023	10/01/2023
PHOTON INFOTECH INC	QA LEAD	94,182	CHICAGO, IL	03/02/2023	03/16/2023
ENIAC SYSTEMS INC	QA LEAD	95,000	ROUND ROCK, TX	01/13/2023	06/15/2023
EMERGINGIT SERVICES LLC	QA LEAD	95,000	BLUE ASH, OH	06/07/2023	07/10/2023
EMERGINGIT SERVICES LLC	QA LEAD	95,000	BLUE ASH, OH	06/08/2023	07/10/2023
ORION SYSTEMS INTEGRATORS LLC	QA LEAD	97,053	PLANO, TX	06/23/2023	07/03/2023
MIRAGE SOFTWARE INC DBA: BOURNTEC SOLUTIONS	QA LEAD	98,842	SCHAUMBURG, IL	08/31/2023	10/01/2023
ASOFT CONSULTING LLC	QA LEAD	98,842	CHICAGO, IL	07/10/2023	07/17/2023
CLOUDRAY INC	QA LEAD	98,904	HASLET, TX	03/21/2023	03/22/2023
IQHECTOR LLC	QA LEAD	98,904	IRVING, TX	04/18/2023	04/24/2023
AKSHAYA INC	QA LEAD	100,000	CHARLOTTE, NC	01/30/2023	03/01/2023
RACEDOG LIMITED	QA LEAD	100,000	PISCATAWAY, NJ	07/22/2023	08/10/2023
SAGITEC SOLUTIONS LLC	QA LEAD	103,000	LITTLE CANDA, MN	05/23/2023	06/01/2023
SLK AMERICA INC	QA LEAD	105,000	HOOVER, AL	01/13/2023	01/20/2023
EVEREST TECHNOLOGIES INC	QA LEAD	105,000	TROY, MI	01/27/2023	02/19/2023
PHOTON INFOTECH INC	QA LEAD	108,500	BUFFALO GROVE, IL	03/02/2023	03/09/2023
PHOTON INFOTECH INC	QA LEAD	108,500	BUFFALO GROVE, IL	03/07/2023	03/15/2023
PHOTON INFOTECH INC	QA LEAD	109,408	CHICAGO, IL	03/02/2023	03/16/2023
VITAMIN SHOPPE INDUSTRIES INC	QA LEAD	111,930	LAWRENCEVILLE, GA	01/26/2023	02/06/2023
IRIS SOFTWARE INC	QA LEAD	115,000	NEW YORK, NY	09/11/2023	10/01/2023
IBM CORPORATION	QA LEAD	117,042	NEWARK, NJ	02/27/2023	08/05/2023
SYSTEM SOFT TECHNOLOGIES LLC	QA LEAD	120,000	CHANDLER, AZ	08/15/2023	10/29/2023
IBM CORPORATION	QA LEAD	121,285	PARAMUS, NJ	08/01/2023	08/08/2023
RED OAK TECH INC	QA LEAD	127,192	AUSTIN, TX	07/13/2023	09/28/2023
CONSENSUS CLOUD SOLUTIONS LLC	QA LEAD	137,281	LOS ANGELES, CA	05/31/2023	08/26/2023
AIRBNB INC	QA LEAD	157,000	SAN FRANCISCO, CA	01/20/2023	02/23/2023
META PLATFORMS INC	QA LEAD	185,000	NEW YORK, NY	07/25/2023	08/14/2023
EBIX INC	QA LEAD  SYSTEM ANALYST	95,264	JOHNS CREEK, GA	05/24/2023	10/01/2023
EBIX INC	QA LEAD  SYSTEM ANALYST	95,264	JOHNS CREEK, GA	06/12/2023	10/01/2023
SLK AMERICA INC	QA LEAD 1	75,296	CINCINNATI, OH	05/02/2023	05/09/2023
HCL AMERICA SOLUTIONS INC	QA LEAD 1	78,478	FRANKLIN LAKES, NJ	09/15/2023	10/01/2023
HCL AMERICA INC	QA LEAD 1	78,478	FRANKLIN LAKES, NJ	09/14/2023	10/01/2023
HCL AMERICA INC	QA LEAD 1	115,066	ALAMEDA, CA	09/20/2023	10/01/2023
SLK AMERICA INC	QA LEAD 2	75,296	CINCINNATI, OH	05/02/2023	05/09/2023
ARCH INTERNATIONAL GROUP INC	QA LEAD ANALYST	101,000	FRAMINGHAM, MA	04/21/2023	08/31/2023
PERAMAL SERVICES LLC	QA LEAD CONSULTANT	100,000	AUSTIN, TX	05/16/2023	05/22/2023
HS SOLUTIONS INC	QA LEAD DEVELOPER	92,000	ANDERSON TOWNSHIP, OH	09/01/2023	09/01/2023
APPTAD INC	QA LEAD ENGINEER	85,925	ALPHARETTA, GA	09/19/2023	10/01/2023
ERP GLOBAL INC	QA LEAD ENGINEER	101,192	OVERLAND PARK, KS	08/24/2023	08/24/2023
SIEMENS INDUSTRY INC	QA LEAD SDET - DATA ANALYSTICS - EMERGING TRANS. PLATFORMS	165,000	FORT WORTH, TX	04/27/2023	06/10/2023
SIEMENS INDUSTRY INC	QA LEAD SDET - EV TAAS	165,000	FOSTER CITY, CA	01/06/2023	02/20/2023
SIEMENS INDUSTRY INC	QA LEAD SDET - EV TAAS	165,000	FORT WORTH, TX	05/11/2023	06/09/2023
SYNKRIOM INC	QA LEAD TECHNICAL OPERATIONS	103,230	WORCESTER, MA	06/14/2023	06/21/2023
SYNKRIOM INC	QA LEAD TECHNICAL OPERATIONS	103,230	DEVENS, MA	06/14/2023	06/21/2023
SYNKRIOM INC	QA LEAD TECHNICAL OPERATIONS	110,094	DEVENS, MA	06/15/2023	06/21/2023
